Year,Disaster Subgroup,Disaster Type,Country,ISO,Region,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Affected
2000,Hydrological,Flood,Hungary,HUN,Eastern Europe,2000,4.0,6.0,2000,5.0,1.0,2000.0
2000,Technological,Industrial accident,Hungary,HUN,Eastern Europe,2000,1.0,30.0,2000,1.0,30.0,
2000,Biological,Epidemic,Ireland,IRL,Northern Europe,2000,1.0,1.0,2000,7.0,29.0,1374.0
2000,Meteorological,Storm,Ireland,IRL,Northern Europe,2000,11.0,,2000,11.0,,
2000,Geophysical,Earthquake,Iceland,ISL,Northern Europe,2000,6.0,21.0,2000,6.0,21.0,108.0
2000,Geophysical,Earthquake,Iceland,ISL,Northern Europe,2000,6.0,17.0,2000,6.0,17.0,91.0
2000,Hydrological,Flood,Italy,ITA,Southern Europe,2000,10.0,14.0,2000,10.0,22.0,43000.0
2000,Hydrological,Flood,Italy,ITA,Southern Europe,2000,9.0,10.0,2000,9.0,10.0,22.0
2000,Technological,Transport accident,Italy,ITA,Southern Europe,2000,2.0,14.0,2000,2.0,14.0,
2000,Hydrological,Flood,Italy,ITA,Southern Europe,2000,9.0,20.0,2000,9.0,20.0,1000.0
2000,Hydrological,Flood,Italy,ITA,Southern Europe,2000,11.0,20.0,2000,11.0,20.0,2000.0
2000,Biological,Epidemic,Latvia,LVA,Northern Europe,2000,8.0,21.0,2000,8.0,21.0,102.0
2000,Meteorological,Storm,Moldova (the Republic of),MDA,Eastern Europe,2000,11.0,26.0,2000,11.0,27.0,2600000.0
2000,Climatological,Drought,Moldova (the Republic of),MDA,Eastern Europe,2000,5.0,,2000,6.0,,
2000,Climatological,Wildfire,Macedonia (the former Yugoslav Republic of),MKD,Southern Europe,2000,8.0,,2000,8.0,,
2000,Technological,Miscellaneous accident,Netherlands (the),NLD,Western Europe,2000,5.0,13.0,2000,5.0,13.0,3000.0
2000,Technological,Transport accident,Norway,NOR,Northern Europe,2000,1.0,4.0,2000,1.0,4.0,30.0
2000,Hydrological,Flood,Norway,NOR,Northern Europe,2000,10.0,11.0,2000,10.0,11.0,600.0
2001,Technological,Transport accident,Spain,ESP,Southern Europe,2001,1.0,3.0,2001,1.0,3.0,2.0
2001,Technological,Transport accident,Spain,ESP,Southern Europe,2001,2.0,27.0,2001,2.0,27.0,
2001,Hydrological,Flood,France,FRA,Western Europe,2001,1.0,5.0,2001,1.0,7.0,390.0
2001,Technological,Transport accident,United Kingdom of Great Britain and Northern Ireland (the),GBR,Northern Europe,2001,2.0,28.0,2001,2.0,28.0,70.0
2001,Hydrological,Flood,Greece,GRC,Southern Europe,2001,1.0,,2001,1.0,,450.0
2001,Hydrological,Flood,Hungary,HUN,Eastern Europe,2001,3.0,4.0,2001,3.0,17.0,10000.0
2001,Hydrological,Flood,Italy,ITA,Southern Europe,2001,1.0,,2001,1.0,,
2001,Technological,Miscellaneous accident,Netherlands (the),NLD,Western Europe,2001,1.0,1.0,2001,1.0,1.0,180.0
1998,Hydrological,Flood,Russian Federation (the),RUS,Eastern Europe,1998,2.0,18.0,1998,3.0,7.0,88000.0
1998,Technological,Transport accident,Russian Federation (the),RUS,Eastern Europe,1998,12.0,17.0,1998,12.0,17.0,
1998,Technological,Miscellaneous accident,Russian Federation (the),RUS,Eastern Europe,1998,6.0,25.0,1998,6.0,25.0,33.0
1998,Climatological,Drought,Russian Federation (the),RUS,Eastern Europe,1998,7.0,,1998,,,
1998,Technological,Transport accident,Serbia Montenegro,SCG,Southern Europe,1998,7.0,29.0,1998,7.0,29.0,46.0
1998,Technological,Transport accident,Serbia Montenegro,SCG,Southern Europe,1998,8.0,12.0,1998,8.0,12.0,19.0
1999,Meteorological,Storm,Poland,POL,Eastern Europe,1999,12.0,4.0,1999,12.0,5.0,
1999,Meteorological,Extreme temperature ,Poland,POL,Eastern Europe,1999,10.0,,1999,10.0,,
1999,Hydrological,Flood,Romania,ROU,Eastern Europe,1999,6.0,22.0,1999,7.0,16.0,4671.0
1999,Hydrological,Flood,Romania,ROU,Eastern Europe,1999,7.0,9.0,1999,7.0,16.0,4362.0
1999,Biological,Epidemic,Romania,ROU,Eastern Europe,1999,6.0,,1999,6.0,,4743.0
1999,Hydrological,Landslide,Romania,ROU,Eastern Europe,1999,3.0,,1999,3.0,,330.0
1999,Geophysical,Earthquake,Russian Federation (the),RUS,Eastern Europe,1999,2.0,2.0,1999,2.0,2.0,6240.0
1999,Geophysical,Earthquake,Russian Federation (the),RUS,Eastern Europe,1999,2.0,21.0,1999,2.0,21.0,5020.0
1999,Hydrological,Flood,Russian Federation (the),RUS,Eastern Europe,1999,10.0,,1999,10.0,,1200.0
1999,Meteorological,Storm,Russian Federation (the),RUS,Eastern Europe,1999,9.0,1.0,1999,9.0,1.0,
1999,Meteorological,Extreme temperature ,Russian Federation (the),RUS,Eastern Europe,1999,1.0,,1999,1.0,,725000.0
1999,Meteorological,Extreme temperature ,Russian Federation (the),RUS,Eastern Europe,1999,12.0,,1999,12.0,,246.0
1999,Climatological,Wildfire,Russian Federation (the),RUS,Eastern Europe,1999,7.0,,1999,7.0,,
1999,Biological,Epidemic,Russian Federation (the),RUS,Eastern Europe,1999,9.0,,1999,9.0,,526.0
1999,Biological,Epidemic,Russian Federation (the),RUS,Eastern Europe,1999,12.0,,1999,12.0,,239.0
1999,Technological,Transport accident,Russian Federation (the),RUS,Eastern Europe,1999,3.0,16.0,1999,3.0,16.0,5.0
1999,Technological,Transport accident,Russian Federation (the),RUS,Eastern Europe,1999,12.0,10.0,1999,12.0,10.0,
1999,Technological,Industrial accident,Russian Federation (the),RUS,Eastern Europe,1999,12.0,12.0,1999,12.0,12.0,109.0
1999,Technological,Miscellaneous accident,Russian Federation (the),RUS,Eastern Europe,1999,2.0,10.0,1999,2.0,10.0,62.0
1999,Technological,Miscellaneous accident,Russian Federation (the),RUS,Eastern Europe,1999,3.0,18.0,1999,3.0,18.0,11.0
1999,Technological,Miscellaneous accident,Russian Federation (the),RUS,Eastern Europe,1999,12.0,19.0,1999,12.0,19.0,15.0
1999,Technological,Miscellaneous accident,Russian Federation (the),RUS,Eastern Europe,1999,12.0,21.0,1999,12.0,21.0,4.0
1999,Meteorological,Storm,Canary Is,SPI,Southern Europe,1999,1.0,8.0,1999,1.0,10.0,
1999,Hydrological,Flood,Serbia Montenegro,SCG,Southern Europe,1999,7.0,,1999,7.0,,70678.0
1999,Technological,Transport accident,Serbia Montenegro,SCG,Southern Europe,1999,11.0,13.0,1999,11.0,13.0,
1999,Hydrological,Flood,Serbia Montenegro,SCG,Southern Europe,1999,12.0,28.0,1999,12.0,28.0,330.0
1999,Biological,Epidemic,Serbia Montenegro,SCG,Southern Europe,1999,8.0,,2000,4.0,27.0,699.0
1999,Hydrological,Flood,Slovakia,SVK,Eastern Europe,1999,6.0,22.0,1999,7.0,1.0,36148.0
1999,Meteorological,Storm,Sweden,SWE,Northern Europe,1999,12.0,4.0,1999,12.0,5.0,
1999,Technological,Industrial accident,Ukraine,UKR,Eastern Europe,1999,5.0,24.0,1999,5.0,24.0,10.0
2000,Geophysical,Earthquake,Russian Federation (the),RUS,Eastern Europe,2000,8.0,4.0,2000,8.0,4.0,19108.0
2000,Meteorological,Extreme temperature ,Poland,POL,Eastern Europe,2000,12.0,,2000,12.0,,
2000,Meteorological,Storm,Portugal,PRT,Southern Europe,2000,12.0,6.0,2000,12.0,6.0,70.0
2000,Meteorological,Storm,Romania,ROU,Eastern Europe,2000,1.0,,2000,1.0,,300.0
2000,Hydrological,Flood,Romania,ROU,Eastern Europe,2000,3.0,,2000,3.0,,3000.0
2000,Hydrological,Flood,Romania,ROU,Eastern Europe,2000,4.0,5.0,2000,4.0,25.0,60431.0
2000,Meteorological,Extreme temperature ,Romania,ROU,Eastern Europe,2000,7.0,,2000,7.0,,100.0
2000,Technological,Industrial accident,Romania,ROU,Eastern Europe,2000,1.0,30.0,2000,1.0,30.0,
2000,Technological,Industrial accident,Romania,ROU,Eastern Europe,2000,3.0,10.0,2000,3.0,10.0,
2000,Climatological,Drought,Romania,ROU,Eastern Europe,2000,6.0,,2000,,,
2000,Hydrological,Flood,Russian Federation (the),RUS,Eastern Europe,2000,8.0,,2000,8.0,,6000.0
2000,Hydrological,Flood,Russian Federation (the),RUS,Eastern Europe,2000,8.0,28.0,2000,8.0,28.0,1181.0
2000,Hydrological,Flood,Russian Federation (the),RUS,Eastern Europe,2000,4.0,14.0,2000,4.0,14.0,23000.0
2000,Hydrological,Flood,Russian Federation (the),RUS,Eastern Europe,2000,7.0,30.0,2000,8.0,6.0,24000.0
2000,Hydrological,Landslide,Russian Federation (the),RUS,Eastern Europe,2000,1.0,19.0,2000,1.0,19.0,
2000,Meteorological,Storm,Russian Federation (the),RUS,Eastern Europe,2000,9.0,13.0,2000,9.0,19.0,
2000,Meteorological,Extreme temperature ,Russian Federation (the),RUS,Eastern Europe,2000,2.0,,2000,2.0,,252.0
2000,Meteorological,Extreme temperature ,Russian Federation (the),RUS,Eastern Europe,2000,5.0,13.0,2000,5.0,13.0,
2000,Meteorological,Extreme temperature ,Russian Federation (the),RUS,Eastern Europe,2000,10.0,10.0,2000,10.0,10.0,94.0
2000,Climatological,Wildfire,Russian Federation (the),RUS,Eastern Europe,2000,7.0,,2000,7.0,,
2000,Climatological,Wildfire,Russian Federation (the),RUS,Eastern Europe,2000,5.0,,2000,5.0,,
2000,Climatological,Wildfire,Russian Federation (the),RUS,Eastern Europe,2000,7.0,,2000,7.0,,
2000,Climatological,Wildfire,Russian Federation (the),RUS,Eastern Europe,2000,6.0,,2000,6.0,,
2000,Climatological,Wildfire,Russian Federation (the),RUS,Eastern Europe,2000,6.0,19.0,2000,6.0,19.0,
2000,Biological,Epidemic,Russian Federation (the),RUS,Eastern Europe,2000,1.0,,2000,1.0,,564.0
2000,Biological,Epidemic,Russian Federation (the),RUS,Eastern Europe,2000,1.0,,2000,1.0,,124.0
2000,Biological,Epidemic,Russian Federation (the),RUS,Eastern Europe,2000,9.0,,2000,9.0,,2000.0
2000,Biological,Epidemic,Russian Federation (the),RUS,Eastern Europe,2000,12.0,,2000,12.0,,154.0
2000,Technological,Transport accident,Russian Federation (the),RUS,Eastern Europe,2000,7.0,21.0,2000,7.0,21.0,
2000,Technological,Transport accident,Russian Federation (the),RUS,Eastern Europe,2000,9.0,17.0,2000,9.0,17.0,
2000,Technological,Transport accident,Russian Federation (the),RUS,Eastern Europe,2000,8.0,13.0,2000,8.0,13.0,
2000,Technological,Miscellaneous accident,Russian Federation (the),RUS,Eastern Europe,2000,2.0,8.0,2000,2.0,8.0,9.0
2000,Technological,Industrial accident,Russian Federation (the),RUS,Eastern Europe,2000,3.0,22.0,2000,3.0,22.0,
2000,Technological,Miscellaneous accident,Russian Federation (the),RUS,Eastern Europe,2000,6.0,9.0,2000,6.0,9.0,172.0
2000,Technological,Miscellaneous accident,Russian Federation (the),RUS,Eastern Europe,2000,7.0,15.0,2000,7.0,16.0,202.0
2000,Technological,Miscellaneous accident,Russian Federation (the),RUS,Eastern Europe,2000,9.0,15.0,2000,9.0,15.0,8.0
2000,Technological,Miscellaneous accident,Russian Federation (the),RUS,Eastern Europe,2000,11.0,27.0,2000,11.0,27.0,
2000,Hydrological,Flood,Russian Federation (the),RUS,Eastern Europe,2000,3.0,,2000,3.0,,19800.0
2000,Hydrological,Flood,Russian Federation (the),RUS,Eastern Europe,2000,5.0,13.0,2000,5.0,13.0,1200.0
2000,Biological,Epidemic,Russian Federation (the),RUS,Eastern Europe,2000,6.0,,2000,6.0,,100.0
2000,Hydrological,Flood,Russian Federation (the),RUS,Eastern Europe,2000,6.0,,2000,6.0,,
2000,Hydrological,Landslide,Russian Federation (the),RUS,Eastern Europe,2000,7.0,19.0,2000,7.0,19.0,508.0
2000,Hydrological,Flood,Russian Federation (the),RUS,Eastern Europe,2000,9.0,18.0,2000,9.0,18.0,1320.0
2000,Hydrological,Flood,Serbia Montenegro,SCG,Southern Europe,2000,4.0,5.0,2000,4.0,25.0,4000.0
2000,Hydrological,Flood,Serbia Montenegro,SCG,Southern Europe,2000,12.0,28.0,2000,12.0,30.0,2000.0
2000,Meteorological,Extreme temperature ,Serbia Montenegro,SCG,Southern Europe,2000,7.0,,2000,7.0,,70.0
2000,Climatological,Wildfire,Serbia Montenegro,SCG,Southern Europe,2000,8.0,,2000,8.0,,12.0
2000,Climatological,Wildfire,Slovakia,SVK,Eastern Europe,2000,10.0,,2000,10.0,,
2000,Meteorological,Extreme temperature ,Ukraine,UKR,Eastern Europe,2000,5.0,1.0,2000,5.0,11.0,
2000,Technological,Industrial accident,Ukraine,UKR,Eastern Europe,2000,3.0,11.0,2000,3.0,11.0,7.0
2000,Technological,Miscellaneous accident,Ukraine,UKR,Eastern Europe,2000,7.0,1.0,2000,8.0,30.0,378.0
2000,Meteorological,Storm,Ukraine,UKR,Eastern Europe,2000,7.0,5.0,2000,7.0,5.0,39010.0
2000,Meteorological,Storm,Ukraine,UKR,Eastern Europe,2000,7.0,25.0,2000,7.0,25.0,3000.0
2000,Meteorological,Storm,Ukraine,UKR,Eastern Europe,2000,11.0,27.0,2000,11.0,27.0,6100.0
2001,Hydrological,Flood,Portugal,PRT,Southern Europe,2001,1.0,26.0,2001,1.0,29.0,200.0
2001,Technological,Miscellaneous accident,Portugal,PRT,Southern Europe,2001,3.0,4.0,2001,3.0,4.0,
2001,Hydrological,Flood,Romania,ROU,Eastern Europe,2001,3.0,4.0,2001,3.0,17.0,4000.0
2001,Technological,Industrial accident,Romania,ROU,Eastern Europe,2001,1.0,24.0,2001,1.0,24.0,100.0
2001,Meteorological,Extreme temperature ,Russian Federation (the),RUS,Eastern Europe,2001,1.0,,2001,2.0,,6120.0
2001,Technological,Transport accident,Russian Federation (the),RUS,Eastern Europe,2001,1.0,29.0,2001,1.0,29.0,32.0
2001,Hydrological,Flood,Ukraine,UKR,Eastern Europe,2001,3.0,4.0,2001,3.0,17.0,300000.0
2001,Climatological,Wildfire,Bulgaria,BGR,Eastern Europe,2001,8.0,,2001,8.0,,
2001,Meteorological,Storm,Bulgaria,BGR,Eastern Europe,2001,12.0,24.0,2001,12.0,24.0,
2001,Hydrological,Flood,Bosnia and Herzegovina,BIH,Southern Europe,2001,6.0,,2001,6.0,,9000.0
2001,Meteorological,Extreme temperature ,Switzerland,CHE,Western Europe,2001,12.0,13.0,2001,12.0,13.0,
2001,Technological,Transport accident,Switzerland,CHE,Western Europe,2001,11.0,24.0,2001,11.0,24.0,9.0
2001,Technological,Transport accident,Switzerland,CHE,Western Europe,2001,10.0,24.0,2001,10.0,24.0,
2002,Hydrological,Landslide,Switzerland,CHE,Western Europe,2002,11.0,14.0,2002,11.0,14.0,231.0
2002,Meteorological,Storm,Albania,ALB,Southern Europe,2002,1.0,8.0,2002,1.0,8.0,125000.0
2002,Hydrological,Flood,Albania,ALB,Southern Europe,2002,9.0,21.0,2002,10.0,10.0,66884.0
2002,Biological,Epidemic,Albania,ALB,Southern Europe,2002,7.0,,2002,7.0,,226.0
2002,Hydrological,Flood,Austria,AUT,Western Europe,2002,8.0,12.0,2002,8.0,20.0,60000.0
2002,Meteorological,Storm,Austria,AUT,Western Europe,2002,10.0,27.0,2002,10.0,28.0,
2002,Meteorological,Storm,Austria,AUT,Western Europe,2002,11.0,14.0,2002,11.0,14.0,300.0
2002,Hydrological,Flood,Belgium,BEL,Western Europe,2002,1.0,27.0,2002,1.0,27.0,600.0
2002,Hydrological,Flood,Belgium,BEL,Western Europe,2002,12.0,24.0,2002,12.0,24.0,
2002,Meteorological,Storm,Belgium,BEL,Western Europe,2002,10.0,26.0,2002,10.0,28.0,
2002,Hydrological,Flood,Belgium,BEL,Western Europe,2002,2.0,11.0,2002,2.0,11.0,1200.0
2002,Hydrological,Flood,Belgium,BEL,Western Europe,2002,8.0,26.0,2002,8.0,26.0,600.0
2002,Hydrological,Flood,Bulgaria,BGR,Eastern Europe,2002,8.0,10.0,2002,8.0,11.0,
2002,Biological,Epidemic,Switzerland,CHE,Western Europe,2003,3.0,9.0,2003,3.0,9.0,1.0
2002,Hydrological,Landslide,Switzerland,CHE,Western Europe,2002,8.0,31.0,2002,8.0,31.0,50.0
2002,Meteorological,Storm,Switzerland,CHE,Western Europe,2002,10.0,27.0,2002,10.0,27.0,2.0
2003,Hydrological,Flood,Belgium,BEL,Western Europe,2003,1.0,1.0,2003,1.0,8.0,
2003,Meteorological,Storm,Switzerland,CHE,Western Europe,2003,1.0,2.0,2003,1.0,3.0,7.0
2001,Hydrological,Flood,Greece,GRC,Southern Europe,2001,11.0,29.0,2001,11.0,29.0,600.0
2001,Meteorological,Storm,Germany,DEU,Western Europe,2001,7.0,6.0,2001,7.0,7.0,
2001,Technological,Industrial accident,Germany,DEU,Western Europe,2001,5.0,21.0,2001,5.0,21.0,130.0
2001,Technological,Industrial accident,Denmark,DNK,Northern Europe,2001,3.0,29.0,2001,3.0,29.0,
2001,Biological,Epidemic,Spain,ESP,Southern Europe,2001,7.0,1.0,2001,7.0,18.0,751.0
2001,Technological,Transport accident,Spain,ESP,Southern Europe,2001,11.0,14.0,2001,11.0,14.0,23.0
2001,Technological,Transport accident,Spain,ESP,Southern Europe,2001,5.0,31.0,2001,5.0,31.0,
2001,Technological,Transport accident,Spain,ESP,Southern Europe,2001,2.0,5.0,2001,2.0,5.0,
2001,Meteorological,Storm,Spain,ESP,Southern Europe,2001,11.0,10.0,2001,11.0,10.0,
2001,Technological,Miscellaneous accident,Estonia,EST,Northern Europe,2001,9.0,8.0,2001,9.0,8.0,30.0
2001,Meteorological,Storm,France,FRA,Western Europe,2001,7.0,6.0,2001,7.0,6.0,85.0
2001,Meteorological,Storm,France,FRA,Western Europe,2001,10.0,20.0,2001,10.0,21.0,335.0
2001,Hydrological,Flood,France,FRA,Western Europe,2001,3.0,21.0,2001,3.0,28.0,8100.0
2001,Hydrological,Flood,France,FRA,Western Europe,2001,4.0,7.0,2001,5.0,2.0,7371.0
2001,Technological,Industrial accident,France,FRA,Western Europe,2001,9.0,21.0,2001,9.0,21.0,17442.0
2001,Technological,Miscellaneous accident,France,FRA,Western Europe,2001,1.0,10.0,2001,1.0,10.0,240.0
2001,Hydrological,Flood,France,FRA,Western Europe,2001,7.0,4.0,2001,7.0,4.0,721.0
2001,Hydrological,Flood,France,FRA,Western Europe,2001,7.0,8.0,2001,7.0,8.0,300.0
2001,Hydrological,Flood,United Kingdom of Great Britain and Northern Ireland (the),GBR,Northern Europe,2001,10.0,21.0,2001,10.0,23.0,90.0
2001,Biological,Epidemic,United Kingdom of Great Britain and Northern Ireland (the),GBR,Northern Europe,2001,1.0,,2001,6.0,,30.0
2001,Hydrological,Flood,United Kingdom of Great Britain and Northern Ireland (the),GBR,Northern Europe,2001,2.0,9.0,2001,2.0,9.0,150.0
2001,Geophysical,Earthquake,Greece,GRC,Southern Europe,2001,7.0,26.0,2001,7.0,26.0,300.0
2001,Hydrological,Flood,Croatia,HRV,Southern Europe,2001,9.0,6.0,2001,9.0,6.0,1200.0
2001,Meteorological,Extreme temperature ,Hungary,HUN,Eastern Europe,2001,12.0,,2001,12.0,,
2001,Meteorological,Storm,Italy,ITA,Southern Europe,2001,7.0,6.0,2001,7.0,8.0,
2001,Geophysical,Volcanic activity,Italy,ITA,Southern Europe,2001,7.0,18.0,2001,7.0,18.0,
2001,Hydrological,Flood,Italy,ITA,Southern Europe,2001,9.0,14.0,2001,9.0,15.0,
2001,Technological,Transport accident,Italy,ITA,Southern Europe,2001,10.0,8.0,2001,10.0,8.0,
2001,Technological,Miscellaneous accident,Italy,ITA,Southern Europe,2001,12.0,16.0,2001,12.0,16.0,7.0
2001,Meteorological,Extreme temperature ,Lithuania,LTU,Northern Europe,2001,12.0,,2001,12.0,,
2001,Meteorological,Extreme temperature ,Latvia,LVA,Northern Europe,2001,10.0,,2001,10.0,,
2001,Meteorological,Extreme temperature ,Macedonia (the former Yugoslav Republic of),MKD,Southern Europe,2001,12.0,,2001,12.0,,
2001,Technological,Transport accident,Macedonia (the former Yugoslav Republic of),MKD,Southern Europe,2001,8.0,6.0,2001,8.0,6.0,6.0
2002,Hydrological,Flood,Spain,ESP,Southern Europe,2002,3.0,31.0,2002,4.0,1.0,50.0
2002,Geophysical,Earthquake,Italy,ITA,Southern Europe,2002,10.0,31.0,2002,10.0,31.0,8533.0
2002,Hydrological,Flood,Italy,ITA,Southern Europe,2002,6.0,6.0,2002,6.0,9.0,
2002,Hydrological,Flood,Italy,ITA,Southern Europe,2002,11.0,22.0,2002,12.0,3.0,10000.0
2002,Hydrological,Flood,Germany,DEU,Western Europe,2002,8.0,11.0,2002,8.0,20.0,330108.0
2002,Meteorological,Storm,Germany,DEU,Western Europe,2002,1.0,28.0,2002,1.0,29.0,6.0
2002,Technological,Industrial accident,Spain,ESP,Southern Europe,2002,11.0,17.0,2002,11.0,17.0,734.0
2002,Hydrological,Flood,Czech Republic (the),CZE,Eastern Europe,2002,8.0,7.0,2002,8.0,28.0,200000.0
2002,Meteorological,Storm,Czech Republic (the),CZE,Eastern Europe,2002,10.0,26.0,2002,10.0,28.0,
2002,Meteorological,Storm,Czech Republic (the),CZE,Eastern Europe,2002,1.0,,2002,1.0,,
2002,Meteorological,Storm,Germany,DEU,Western Europe,2002,10.0,26.0,2002,10.0,26.0,
2002,Biological,Epidemic,Germany,DEU,Western Europe,2002,2.0,1.0,2002,2.0,1.0,600.0
2002,Biological,Epidemic,Germany,DEU,Western Europe,2003,3.0,9.0,2003,5.0,6.0,9.0
2002,Technological,Transport accident,Germany,DEU,Western Europe,2002,7.0,1.0,2002,7.0,1.0,
2002,Technological,Industrial accident,Germany,DEU,Western Europe,2002,9.0,,2002,9.0,,371.0
2002,Meteorological,Storm,Germany,DEU,Western Europe,2002,7.0,10.0,2002,7.0,10.0,13.0
2002,Meteorological,Storm,Denmark,DNK,Northern Europe,2002,10.0,27.0,2002,10.0,27.0,
2002,Biological,Epidemic,Spain,ESP,Southern Europe,2003,3.0,26.0,2003,3.0,26.0,1.0
2002,Technological,Transport accident,Spain,ESP,Southern Europe,2002,8.0,1.0,2002,8.0,1.0,
2002,Technological,Transport accident,Spain,ESP,Southern Europe,2002,10.0,8.0,2002,10.0,8.0,
2002,Technological,Transport accident,Spain,ESP,Southern Europe,2002,3.0,30.0,2002,3.0,30.0,142.0
2002,Technological,Miscellaneous accident,Spain,ESP,Southern Europe,2002,6.0,22.0,2002,6.0,22.0,876.0
2002,Hydrological,Flood,France,FRA,Western Europe,2002,8.0,25.0,2002,8.0,25.0,800.0
2002,Hydrological,Flood,France,FRA,Western Europe,2002,9.0,8.0,2002,9.0,12.0,2500.0
2002,Meteorological,Storm,France,FRA,Western Europe,2002,10.0,27.0,2002,10.0,27.0,3.0
2002,Biological,Epidemic,France,FRA,Western Europe,2003,3.0,21.0,2003,6.0,3.0,6.0
2002,Technological,Transport accident,France,FRA,Western Europe,2002,11.0,6.0,2002,11.0,6.0,9.0
2002,Technological,Miscellaneous accident,France,FRA,Western Europe,2002,1.0,2.0,2002,1.0,2.0,9.0
2002,Hydrological,Flood,France,FRA,Western Europe,2002,1.0,,2002,1.0,,180.0
2002,Meteorological,Storm,France,FRA,Western Europe,2002,11.0,18.0,2002,11.0,18.0,250.0
2002,Hydrological,Flood,United Kingdom of Great Britain and Northern Ireland (the),GBR,Northern Europe,2002,8.0,10.0,2002,8.0,12.0,250.0
2002,Hydrological,Flood,United Kingdom of Great Britain and Northern Ireland (the),GBR,Northern Europe,2002,11.0,14.0,2002,11.0,25.0,300.0
2002,Meteorological,Storm,United Kingdom of Great Britain and Northern Ireland (the),GBR,Northern Europe,2002,10.0,26.0,2002,10.0,28.0,
2002,Biological,Epidemic,United Kingdom of Great Britain and Northern Ireland (the),GBR,Northern Europe,2003,3.0,1.0,2003,4.0,1.0,4.0
2002,Technological,Transport accident,United Kingdom of Great Britain and Northern Ireland (the),GBR,Northern Europe,2002,7.0,16.0,2002,7.0,16.0,
2002,Meteorological,Storm,United Kingdom of Great Britain and Northern Ireland (the),GBR,Northern Europe,2002,1.0,28.0,2002,1.0,29.0,
2002,Hydrological,Flood,United Kingdom of Great Britain and Northern Ireland (the),GBR,Northern Europe,2002,7.0,20.0,2002,7.0,20.0,200.0
2002,Geophysical,Earthquake,Greece,GRC,Southern Europe,2002,12.0,2.0,2002,12.0,2.0,167.0
2002,Hydrological,Flood,Greece,GRC,Southern Europe,2002,11.0,7.0,2002,11.0,7.0,210.0
2002,Hydrological,Flood,Greece,GRC,Southern Europe,2002,12.0,6.0,2002,12.0,10.0,
2002,Hydrological,Flood,Greece,GRC,Southern Europe,2002,12.0,27.0,2002,12.0,27.0,
2002,Technological,Transport accident,Greece,GRC,Southern Europe,2002,4.0,17.0,2002,4.0,17.0,
2002,Technological,Transport accident,Greece,GRC,Southern Europe,2002,12.0,19.0,2002,12.0,19.0,
2002,Meteorological,Storm,Greece,GRC,Southern Europe,2002,1.0,4.0,2002,1.0,4.0,12.0
2002,Hydrological,Flood,Greece,GRC,Southern Europe,2002,12.0,13.0,2002,12.0,13.0,180.0
2002,Technological,Transport accident,Croatia,HRV,Southern Europe,2002,5.0,13.0,2002,5.0,13.0,
2002,Hydrological,Flood,Hungary,HUN,Eastern Europe,2002,8.0,7.0,2002,8.0,28.0,1430.0
2002,Technological,Transport accident,Hungary,HUN,Eastern Europe,2002,7.0,1.0,2002,7.0,1.0,32.0
2002,Hydrological,Flood,Ireland,IRL,Northern Europe,2002,11.0,14.0,2002,11.0,25.0,300.0
2002,Biological,Epidemic,Ireland,IRL,Northern Europe,2003,2.0,27.0,2003,2.0,27.0,1.0
2002,Geophysical,Earthquake,Italy,ITA,Southern Europe,2002,10.0,29.0,2002,10.0,29.0,1009.0
2002,Geophysical,Earthquake,Italy,ITA,Southern Europe,2002,9.0,6.0,2002,9.0,6.0,
2002,Biological,Epidemic,Italy,ITA,Southern Europe,2002,6.0,,2002,6.0,,9997.0
2002,Biological,Epidemic,Italy,ITA,Southern Europe,2003,3.0,12.0,2003,4.0,20.0,4.0
2002,Technological,Transport accident,Italy,ITA,Southern Europe,2002,3.0,8.0,2002,3.0,8.0,
2002,Technological,Transport accident,Italy,ITA,Southern Europe,2002,9.0,14.0,2002,9.0,14.0,92.0
2002,Climatological,Drought,Italy,ITA,Southern Europe,2002,5.0,,2002,,,
2002,Hydrological,Flood,Italy,ITA,Southern Europe,2002,8.0,4.0,2002,8.0,14.0,20.0
2002,Technological,Transport accident,Luxembourg,LUX,Western Europe,2002,11.0,6.0,2002,11.0,6.0,
2002,Hydrological,Flood,Moldova (the Republic of),MDA,Eastern Europe,2002,6.0,,2002,6.0,,500.0
2002,Hydrological,Flood,Macedonia (the former Yugoslav Republic of),MKD,Southern Europe,2002,12.0,6.0,2002,12.0,10.0,1650.0
2002,Biological,Epidemic,Macedonia (the former Yugoslav Republic of),MKD,Southern Europe,2002,11.0,30.0,2002,11.0,30.0,200.0
2003,Hydrological,Flood,Greece,GRC,Southern Europe,2003,2.0,2.0,2003,2.0,2.0,
2003,Hydrological,Flood,Italy,ITA,Southern Europe,2003,1.0,25.0,2003,1.0,27.0,1000.0
2003,Hydrological,Flood,Macedonia (the former Yugoslav Republic of),MKD,Southern Europe,2003,1.0,8.0,2003,1.0,10.0,4000.0
2003,Technological,Transport accident,Czech Republic (the),CZE,Eastern Europe,2003,3.0,8.0,2003,3.0,8.0,35.0
2003,Meteorological,Storm,Germany,DEU,Western Europe,2003,1.0,2.0,2003,1.0,2.0,
2003,Hydrological,Flood,France,FRA,Western Europe,2003,1.0,1.0,2003,1.0,8.0,
2003,Meteorological,Storm,France,FRA,Western Europe,2003,1.0,2.0,2003,1.0,3.0,
